"Lead.Number","Lead.Origin","Lead.Source","Do.Not.Email","Do.Not.Call","Converted","TotalVisits","Time.on.Web","Page.Views.Per.Visit","Last.Activity","Country","Specialization","Hear.About","Occupation","Tags","Lead.Quality","Lead.Profile","City","Asymmetrique.Activity.Index","Asymmetrique.Profile.Index","Asymmetrique.Activity.Score","Asymmetrique.Profile.Score","Last.Notable.Activity","Lead.Score","Lead.Type"
658831,"API","Olark Chat","No","No",1,10,1815,3.33,"Had a Phone Conversation","India","Operations Management","Select","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Other Cities of Maharashtra","02.Medium","01.High",15,17,"Had a Phone Conversation",100,1
658828,"Landing Page Submission","Direct Traffic","No","No",0,2,47,2,"Email Link Clicked","India","Business Administration","Select","Unemployed","Ringing","Worst","Select","Other Cities","02.Medium","02.Medium",14,16,"Email Link Clicked",0,0
658826,"Landing Page Submission","Direct Traffic","No","No",1,3,1528,1.5,"Email Opened","India","Operations Management","Select","Unemployed","Will revert after reading the email","Might be","Select","Other Cities","02.Medium","02.Medium",14,16,"Modified",51,1
658793,"Landing Page Submission","Google","No","No",1,6,919,6,"Email Opened","India","Finance Management","Online Search","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Mumbai","02.Medium","01.High",14,20,"Email Opened",73,1
658779,"API","Organic Search","No","No",0,10,194,5,"Email Link Clicked","India","Media and Advertising","Online Search","Unemployed","Interested in other courses","Low in Relevance","Select","Mumbai","02.Medium","02.Medium",13,15,"Modified",14,0
658773,"API","Organic Search","No","No",0,1,1173,1,"Converted to Lead","India","Select","Select","Unemployed","Ringing","Might be","Select","Select","02.Medium","02.Medium",14,15,"Modified",0,0
658766,"API","Google","No","No",0,2,351,2,"Email Opened","India","Select","Select","Unemployed","Ringing","Might be","Select","Select","02.Medium","02.Medium",13,15,"Email Opened",8,0
658756,"Landing Page Submission","Referral Sites","No","No",0,12,493,12,"Email Link Clicked","India","Marketing Management","Select","Working Professional","Already a student","Not Sure","Potential Lead","Thane & Outskirts","01.High","02.Medium",16,16,"Email Link Clicked",26,0
658744,"Landing Page Submission","Direct Traffic","No","No",0,3,381,1.5,"Page Visited on Website","India","Operations Management","Select","Unemployed","Ringing","Not Sure","Select","Thane & Outskirts","02.Medium","01.High",13,17,"Page Visited on Website",0,0
658714,"API","Referral Sites","No","No",0,2,1944,2,"Email Opened","India","Finance Management","Select","Working Professional","Diploma holder (Not Eligible)","Not Sure","Other Leads","Other Cities","02.Medium","02.Medium",14,13,"Email Opened",24,0
658689,"Landing Page Submission","Google","No","No",0,5,65,5,"Unreachable","India","Human Resource Management","Online Search","Unemployed","Ringing","Might be","Select","Thane & Outskirts","02.Medium","01.High",13,17,"Modified",0,0
658686,"API","Organic Search","No","No",0,7,1334,7,"Email Opened","India","Business Administration","Select","Unemployed","Interested in other courses","Not Sure","Select","Mumbai","02.Medium","02.Medium",14,16,"Modified",0,0
658677,"API","Google","No","No",0,7,615,7,"Form Submitted on Website","India","Banking, Investment And Insurance","Online Search","Unemployed","Interested in other courses","Not Sure","Potential Lead","Thane & Outskirts","02.Medium","02.Medium",13,15,"Modified",7,0
658656,"API","Google","No","No",0,1,250,1,"Email Bounced","India","Select","Select","Unemployed","wrong number given","Might be","Select","Select","02.Medium","02.Medium",13,15,"Modified",0,0
658652,"Landing Page Submission","Direct Traffic","No","No",0,2,383,2,"Email Link Clicked","India","Business Administration","Multiple Sources","Unemployed","Ringing","Might be","Select","Other Metro Cities","02.Medium","02.Medium",14,16,"Email Link Clicked",3,0
658612,"API","Google","No","No",0,1,164,1,"Converted to Lead","India","Supply Chain Management","Select","Unemployed","Interested in other courses","Might be","Select","Select","02.Medium","02.Medium",14,15,"Modified",7,0
658606,"API","Google","No","No",0,2,1793,2,"Converted to Lead","India","Select","Select","Unemployed","in touch with EINS","High in Relevance","Select","Select","03.Low","02.Medium",11,15,"Modified",23,0
658597,"API","Organic Search","No","No",0,5,1841,5,"Olark Chat Conversation","India","Select","Select","Unemployed","Interested in other courses","Might be","Select","Select","02.Medium","02.Medium",15,15,"Modified",7,0
658571,"API","Organic Search","No","No",1,8,877,2.67,"Email Link Clicked","India","Banking, Investment And Insurance","Select","Unemployed","Will revert after reading the email","Might be","Potential Lead","Select","02.Medium","02.Medium",14,16,"Email Link Clicked",63,1
658546,"Landing Page Submission","Organic Search","No","No",1,12,1411,6,"Email Opened","India","Finance Management","Select","Unemployed","Will revert after reading the email","Might be","Select","Other Cities","01.High","02.Medium",16,16,"Email Opened",60,1
658531,"API","Organic Search","No","No",1,6,385,6,"Converted to Lead","India","Select","Select","Unemployed","Will revert after reading the email","Low in Relevance","Potential Lead","Thane & Outskirts","02.Medium","02.Medium",15,16,"Modified",66,1
658481,"API","Google","No","No",0,12,68,1.71,"Page Visited on Website","India","Media and Advertising","Word Of Mouth","Working Professional","Interested  in full time MBA","Worst","Potential Lead","Mumbai","01.High","02.Medium",16,15,"Modified",16,0
658458,"Landing Page Submission","Google","No","No",0,3,192,3,"Email Opened","India","International Business","Online Search","Unemployed","Ringing","Not Sure","Select","Thane & Outskirts","02.Medium","01.High",14,17,"Email Opened",0,0
658448,"Landing Page Submission","Google","No","No",0,5,309,5,"Olark Chat Conversation","India","Finance Management","Word Of Mouth","Unemployed","Will revert after reading the email","Not Sure","Potential Lead","Mumbai","02.Medium","01.High",15,18,"Modified",51,1
658430,"API","Organic Search","No","No",0,4,342,4,"Email Opened","India","Select","Select","Unemployed","switched off","High in Relevance","Select","Select","02.Medium","02.Medium",14,15,"Modified",7,0
658421,"API","Google","No","No",0,2,78,1,"Email Opened","India","Select","Select","Unemployed","Ringing","Not Sure","Select","Select","02.Medium","02.Medium",15,15,"Email Opened",0,0
658398,"API","Organic Search","No","No",1,5,1234,1.67,"Email Opened","India","International Business","Select","Student","Will revert after reading the email","Low in Relevance","Potential Lead","Thane & Outskirts","01.High","01.High",16,17,"Email Opened",70,1
658353,"API","Organic Search","No","No",0,8,14,8,"Olark Chat Conversation","India","Select","Select","Unemployed","switched off","Worst","Select","Select","02.Medium","02.Medium",15,15,"Modified",0,0
658322,"API","Referral Sites","No","No",0,4,77,4,"Unreachable","India","Select","Select","Unemployed","wrong number given","Might be","Select","Select","03.Low","02.Medium",12,13,"Modified",0,0
658321,"API","Referral Sites","No","No",1,3,1299,3,"Olark Chat Conversation","India","Select","Select","Unemployed","Will revert after reading the email","Low in Relevance","Select","Select","01.High","02.Medium",16,13,"Modified",58,1
658299,"API","Referral Sites","No","No",0,2,457,2,"Email Opened","India","Select","Select","Unemployed","Interested in other courses","Might be","Select","Select","02.Medium","02.Medium",13,13,"Modified",7,0
658281,"Landing Page Submission","Direct Traffic","No","No",0,3,481,3,"Email Link Clicked","India","Banking, Investment And Insurance","Select","Unemployed","Interested in other courses","Might be","Other Leads","Other Cities","02.Medium","02.Medium",13,16,"Email Link Clicked",16,0
658278,"API","Direct Traffic","No","No",0,2,205,2,"Olark Chat Conversation","India","Select","Select","Unemployed","Interested  in full time MBA","Not Sure","Select","Select","03.Low","02.Medium",11,15,"Modified",0,0
658277,"Landing Page Submission","Direct Traffic","No","No",1,1,1106,1,"Converted to Lead","India","Finance Management","Select","Unemployed","Will revert after reading the email","Might be","Select","Other Cities","02.Medium","02.Medium",15,16,"Modified",51,1
658264,"Landing Page Submission","Direct Traffic","No","No",1,9,1953,1.8,"Email Opened","India","Supply Chain Management","Online Search","Unemployed","Will revert after reading the email","Might be","Select","Thane & Outskirts","02.Medium","01.High",15,17,"Modified",51,1
658234,"Landing Page Submission","Google","No","No",0,5,207,2.5,"Form Submitted on Website","India","Finance Management","Online Search","Unemployed","Ringing","Might be","Select","Mumbai","03.Low","01.High",12,18,"Modified",0,0
658231,"Landing Page Submission","Direct Traffic","No","No",1,2,1587,2,"Email Opened","India","E-COMMERCE","Multiple Sources","Unemployed","Will revert after reading the email","Might be","Select","Other Cities","02.Medium","02.Medium",14,13,"Email Opened",60,1
658222,"Landing Page Submission","Direct Traffic","No","No",1,2,1509,2,"Email Opened","India","E-Business","Select","Unemployed","Lost to EINS","Worst","Select","Mumbai","03.Low","01.High",10,18,"Modified",59,1
658220,"API","Organic Search","No","No",0,4,331,4,"Unreachable","India","Select","Select","Unemployed","switched off","Might be","Select","Select","03.Low","02.Medium",12,15,"Modified",1,0
658206,"Landing Page Submission","Direct Traffic","No","No",0,4,187,4,"Email Link Clicked","India","Human Resource Management","Select","Unemployed","Ringing","Low in Relevance","Select","Mumbai","02.Medium","01.High",13,18,"Modified",6,0
658203,"API","Organic Search","No","No",1,3,1407,1.5,"Converted to Lead","India","Human Resource Management","Select","Unemployed","Will revert after reading the email","Might be","Select","Select","02.Medium","02.Medium",15,15,"Modified",51,1
658188,"Landing Page Submission","Google","No","No",0,1,123,1,"Converted to Lead","India","Select","Email","Unemployed","Interested  in full time MBA","Might be","Other Leads","Other Cities","02.Medium","02.Medium",14,13,"Modified",12,0
658178,"API","Organic Search","No","No",0,1,100,1,"Converted to Lead","India","Select","Select","Unemployed","Interested in other courses","Might be","Select","Select","02.Medium","02.Medium",14,15,"Modified",7,0
658142,"Landing Page Submission","Direct Traffic","No","No",1,9,1164,4.5,"Email Opened","India","Healthcare Management","Select","Unemployed","Will revert after reading the email","Might be","Select","Mumbai","01.High","02.Medium",16,15,"Email Opened",60,1
658089,"Landing Page Submission","Direct Traffic","No","No",1,1,1362,1,"Unreachable","India","Rural and Agribusiness","Online Search","Unemployed","Will revert after reading the email","Might be","Select","Other Cities of Maharashtra","02.Medium","02.Medium",14,14,"Modified",51,1
658081,"API","Direct Traffic","No","No",0,7,1051,3.5,"Olark Chat Conversation","India","Banking, Investment And Insurance","Online Search","Unemployed","Busy","Might be","Potential Lead","Mumbai","02.Medium","02.Medium",14,15,"Modified",44,0
658071,"Landing Page Submission","Google","No","No",0,2,1816,2,"Converted to Lead","India","Select","Word Of Mouth","Unemployed","Interested in other courses","Not Sure","Select","Thane & Outskirts","02.Medium","01.High",14,17,"Modified",0,0
658070,"Landing Page Submission","Direct Traffic","No","No",0,7,74,2.33,"Unreachable","India","Finance Management","Multiple Sources","Unemployed","Ringing","Not Sure","Select","Mumbai","02.Medium","01.High",13,18,"Modified",0,0
658063,"API","Organic Search","No","No",0,13,54,6.5,"Email Opened","India","Select","Select","Unemployed","Ringing","Not Sure","Select","Select","02.Medium","02.Medium",15,15,"Email Opened",0,0
658048,"Landing Page Submission","Direct Traffic","No","No",1,3,1183,3,"Email Opened","India","Finance Management","Select","Unemployed","Lost to EINS","Not Sure","Select","Thane & Outskirts","02.Medium","01.High",13,17,"Email Opened",69,1
658029,"Landing Page Submission","Direct Traffic","No","No",0,3,66,3,"Email Opened","India","IT Projects Management","Select","Unemployed","switched off","Not Sure","Other Leads","Thane & Outskirts","02.Medium","02.Medium",14,14,"Email Opened",6,0
658017,"Landing Page Submission","Organic Search","No","No",0,6,135,6,"Email Opened","India","Supply Chain Management","Select","Unemployed","Will revert after reading the email","Might be","Select","Mumbai","02.Medium","01.High",14,18,"Email Opened",60,1
658011,"Landing Page Submission","Direct Traffic","No","No",0,9,307,1.8,"Olark Chat Conversation","India","E-Business","Online Search","Unemployed","Busy","Might be","Potential Lead","Mumbai","02.Medium","01.High",14,18,"Modified",44,0
657995,"Landing Page Submission","Organic Search","No","No",0,12,28,6,"Email Opened","India","International Business","Select","Unemployed","Interested in other courses","Might be","Select","Other Cities","02.Medium","02.Medium",14,16,"Email Opened",15,0
657971,"Landing Page Submission","google","No","No",0,5,306,5,"Page Visited on Website","India","Select","Student of SomeSchool","Unemployed","switched off","Not Sure","Select","Other Cities","02.Medium","02.Medium",14,13,"Modified",0,0
657968,"Landing Page Submission","Direct Traffic","No","No",1,7,116,7,"Email Opened","India","Human Resource Management","Select","Unemployed","Will revert after reading the email","Low in Relevance","Select","Mumbai","02.Medium","01.High",15,18,"Email Opened",66,1
